tariff_id,rorn,rescom,tariff_reference,tariff_type,fit_type,supplier,state,notes,tariff_name,daily_fixed_rate,flat_rate,discount,demand_tariff,demand_type,demand_start,demand_end,demand_week,name_1,rate_1,start_1,end_1,week_1,name_2,rate_2,start_2,end_2,week_2,name_3,rate_3,start_3,end_3,week_3,name_4,rate_4,start_4,end_4,week_4,name_5,rate_5,start_5,end_5,week_5,name_6,rate_6,start_6,end_6,week_6,name_7,rate_7,start_7,end_7,week_7,name_8,rate_8,start_8,end_8,week_8,block__rate_1,high_1,block_rate_2,high_2,block_rate_3,fit_flat_rate,solar_cp_allocation,release_date,dlf,metering_sc_non_cap,metering_sc_cap
EASO_TOU_30pc,retail,res,ENE446991SR,TOU,Flat_Rate,EnergyAustralia,NSW,ROLR - Standing Offer,Basic Home - 5 day TOU,106.04,0,30,,,,,,Peak,60.39,14:00,20:00,day,Shoulder_1,27.456,7:00,14:00,day,Shoulder_2,27.456,20:00,22:00,day,Shoulder_3,27.456,7:00,22:00,end,Off_Peak_1,16.764,0:00,7:00,both,Off_peak_2,16.764,20:00,23:59,both,,,,,,,,,,,,,,,,,,31/07/2017,,,
EASO_TOU_35pc,retail,res,ENE446991SR,TOU,Flat_Rate,EnergyAustralia,NSW,ROLR - Standing Offer,Basic Home - 5 day TOU,106.04,0,35,,,,,,Peak,60.39,14:00,20:00,day,Shoulder_1,27.456,7:00,14:00,day,Shoulder_2,27.456,20:00,22:00,day,Shoulder_3,27.456,7:00,22:00,end,Off_Peak_1,16.764,0:00,7:00,both,Off_peak_2,16.764,20:00,23:59,both,,,,,,,,,,,,,,,,,,31/07/2017,,,
EASO_TOU_40pc,retail,res,ENE446991SR,TOU,Flat_Rate,EnergyAustralia,NSW,ROLR - Standing Offer,Basic Home - 5 day TOU,106.04,0,40,,,,,,Peak,60.39,14:00,20:00,day,Shoulder_1,27.456,7:00,14:00,day,Shoulder_2,27.456,20:00,22:00,day,Shoulder_3,27.456,7:00,22:00,end,Off_Peak_1,16.764,0:00,7:00,both,Off_peak_2,16.764,20:00,23:59,both,,,,,,,,,,,,,,,,,,31/07/2017,,,
EASO_Flat_GP,retail,res,ENE390949SR-100GP,Flat_Rate,Flat_Rate,EnergyAustralia,NSW,ROLR - Standing Offer - 100Green,Basic Home - Peak Only -GP,92.51,40.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/07/2017,,,
EASO_TOU_GP,retail,res,ENE391090SR-100GP,TOU,Flat_Rate,EnergyAustralia,NSW,ROLR - Standing Offer - 100Green,Basic Home - 5 day TOU -GP,106.04,0,,,,,,,Peak,68.86,14:00,20:00,day,Shoulder_1,35.926,7:00,14:00,day,Shoulder_2,35.926,20:00,22:00,day,Shoulder_3,35.926,7:00,22:00,end,Off_Peak_1,25.234,0:00,7:00,both,Off_peak_2,25.234,20:00,23:59,both,,,,,,,,,,,,,,,,,,31/07/2017,,,
TID_demand_example,retail,res,,Demand_Flat_Rate,Zero_Rate,MR,NSW,,,0,0,,20,kVA,14:00,20:00,day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tid_discount,retail,res,,Flat_Rate,Flat_Rate,MR,NSW,,,10000,1000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA025_7c,retail,,,TOU,Flat_Rate,MR,NSW,,Residential ToU_7c,62.952,,,,,,,,Peak,35.237,14:00,20:00,day,Shoulder_1,12.082,7:00,14:00,day,Shoulder_2,12.082,20:00,22:00,day,Shoulder_3,12.082,7:00,22:00,end,Off_Peak_1,9.7045,0:00,7:00,both,Off_peak_2,9.7045,22:00,23:59,both,,,,,,,,,,,,,,,,,,,1.0484,7.5161,6.6542
EA305_7c,retail,,,TOU_Demand,Zero_Rate,MR,NSW,,LV 160-750 MW h (7c),2096.4294,,,39.3159,kVA,14:00,20:00,day,Peak,12.443,14:00,20:00,day,Shoulder_1,9.4998,7:00,14:00,day,Shoulder_2,9.4998,20:00,22:00,day,Off_peak_3,8.3888,0:00,7:00,day,Off_Peak_1,8.3888,22:00,23:59,day,Off_peak_2,8.3888,0:00,23:59,end,,,,,,,,,,,,,,,,,,,,,
EA310_7c,retail,,,TOU_Demand,Zero_Rate,MR,NSW,,LV > 750 MW h (7c),2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,11.8389,14:00,20:00,day,Shoulder_1,9.3157,7:00,14:00,day,Shoulder_2,9.3157,20:00,22:00,day,Off_peak_3,8.5258,0:00,7:00,day,Off_Peak_1,8.5258,22:00,23:59,day,Off_peak_2,8.5258,0:00,23:59,end,,,,,,,,,,,,,,,,,,,,,
EA025_9.5c,retail,,,TOU,Flat_Rate,MR,NSW,,Residential ToU(9.5c),62.952,,,,,,,,Peak,37.737,14:00,20:00,day,Shoulder_1,14.582,7:00,14:00,day,Shoulder_2,14.582,20:00,22:00,day,Shoulder_3,14.582,7:00,22:00,end,Off_Peak_1,12.2045,0:00,7:00,both,Off_peak_2,12.2045,22:00,23:59,both,,,,,,,,,,,,,,,,,,,1.0484,7.5161,6.6542
EA305_9.5c,retail,,,TOU_Demand,Zero_Rate,MR,NSW,,LV 160-750 MW h (9.5c),2096.4294,,,39.3159,kVA,14:00,20:00,day,Peak,14.943,14:00,20:00,day,Shoulder_1,11.9998,7:00,14:00,day,Shoulder_2,11.9998,20:00,22:00,day,Off_peak_3,10.8888,0:00,7:00,day,Off_Peak_1,10.8888,22:00,23:59,day,Off_peak_2,10.8888,0:00,23:59,end,,,,,,,,,,,,,,,,,,,,,
EA310_9.5c,retail,,,TOU_Demand,Zero_Rate,MR,NSW,,LV > 750 MW h (9.5c),2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,14.3389,14:00,20:00,day,Shoulder_1,11.8157,7:00,14:00,day,Shoulder_2,11.8157,20:00,22:00,day,Off_peak_3,11.0258,0:00,7:00,day,Off_Peak_1,11.0258,22:00,23:59,day,Off_peak_2,11.0258,0:00,23:59,end,,,,,,,,,,,,,,,,,,,,,
EA025_11.5c,retail,,,TOU,Flat_Rate,MR,NSW,,Residential ToU (11.5c),62.952,,,,,,,,Peak,39.737,14:00,20:00,day,Shoulder_1,16.582,7:00,14:00,day,Shoulder_2,16.582,20:00,22:00,day,Shoulder_3,16.582,7:00,22:00,end,Off_Peak_1,14.2045,0:00,7:00,both,Off_peak_2,14.2045,22:00,23:59,both,,,,,,,,,,,,,,,,,,,1.0484,7.5161,6.6542
EA305_11.5c,retail,,,TOU_Demand,Zero_Rate,MR,NSW,,LV 160-750 MW h (11.5c),2096.4294,,,39.3159,kVA,14:00,20:00,day,Peak,16.943,14:00,20:00,day,Shoulder_1,13.9998,7:00,14:00,day,Shoulder_2,13.9998,20:00,22:00,day,Off_peak_3,12.8888,0:00,7:00,day,Off_Peak_1,12.8888,22:00,23:59,day,Off_peak_2,12.8888,0:00,23:59,end,,,,,,,,,,,,,,,,,,,,,
EA310_11.5c,retail,,,TOU_Demand,Zero_Rate,MR,NSW,,LV > 750 MW h (11.5c),2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,16.3389,14:00,20:00,day,Shoulder_1,13.8157,7:00,14:00,day,Shoulder_2,13.8157,20:00,22:00,day,Off_peak_3,13.0258,0:00,7:00,day,Off_Peak_1,13.0258,22:00,23:59,day,Off_peak_2,13.0258,0:00,23:59,end,,,,,,,,,,,,,,,,,,,,,
EA310_9.5c_FIT12,retail,,,TOU_Demand,Flat_Rate,MR,NSW,,LV > 750 MW h (9.5c),2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,14.3389,14:00,20:00,day,Shoulder_1,11.8157,7:00,14:00,day,Shoulder_2,11.8157,20:00,22:00,day,Off_peak_3,11.0258,0:00,7:00,day,Off_Peak_1,11.0258,22:00,23:59,day,Off_peak_2,11.0258,0:00,23:59,end,,,,,,,,,,,,,,,,12,,,,,
EA310_11.5c_FIT12,retail,,,TOU_Demand,Flat_Rate,MR,NSW,,LV > 750 MW h (11.5c),2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,16.3389,14:00,20:00,day,Shoulder_1,13.8157,7:00,14:00,day,Shoulder_2,13.8157,20:00,22:00,day,Off_peak_3,13.0258,0:00,7:00,day,Off_Peak_1,13.0258,22:00,23:59,day,Off_peak_2,13.0258,0:00,23:59,end,,,,,,,,,,,,,,,,12,,,,,
EA305_9.5c_FIT12,retail,,,TOU_Demand,Flat_Rate,MR,NSW,,LV 160-750 MW h (9.5c),2096.4294,,,39.3159,kVA,14:00,20:00,day,Peak,14.943,14:00,20:00,day,Shoulder_1,11.9998,7:00,14:00,day,Shoulder_2,11.9998,20:00,22:00,day,Off_peak_3,10.8888,0:00,7:00,day,Off_Peak_1,10.8888,22:00,23:59,day,Off_peak_2,10.8888,0:00,23:59,end,,,,,,,,,,,,,,,,12,,,,,
EA305_11.5c_FIT12,retail,,,TOU_Demand,Flat_Rate,MR,NSW,,LV 160-750 MW h (11.5c),2096.4294,,,39.3159,kVA,14:00,20:00,day,Peak,16.943,14:00,20:00,day,Shoulder_1,13.9998,7:00,14:00,day,Shoulder_2,13.9998,20:00,22:00,day,Off_peak_3,12.8888,0:00,7:00,day,Off_Peak_1,12.8888,22:00,23:59,day,Off_peak_2,12.8888,0:00,23:59,end,,,,,,,,,,,,,,,,12,,,,,
EA310_9.5c_FIT8,retail,,,TOU_Demand,Flat_Rate,MR,NSW,,LV > 750 MW h (9.5c),2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,14.3389,14:00,20:00,day,Shoulder_1,11.8157,7:00,14:00,day,Shoulder_2,11.8157,20:00,22:00,day,Off_peak_3,11.0258,0:00,7:00,day,Off_Peak_1,11.0258,22:00,23:59,day,Off_peak_2,11.0258,0:00,23:59,end,,,,,,,,,,,,,,,,8,,,,,
EA310_11.5c_FIT8,retail,,,TOU_Demand,Flat_Rate,MR,NSW,,LV > 750 MW h (11.5c),2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,16.3389,14:00,20:00,day,Shoulder_1,13.8157,7:00,14:00,day,Shoulder_2,13.8157,20:00,22:00,day,Off_peak_3,13.0258,0:00,7:00,day,Off_Peak_1,13.0258,22:00,23:59,day,Off_peak_2,13.0258,0:00,23:59,end,,,,,,,,,,,,,,,,8,,,,,
EA305_9.5c_FIT8,retail,,,TOU_Demand,Flat_Rate,MR,NSW,,LV 160-750 MW h (9.5c),2096.4294,,,39.3159,kVA,14:00,20:00,day,Peak,14.943,14:00,20:00,day,Shoulder_1,11.9998,7:00,14:00,day,Shoulder_2,11.9998,20:00,22:00,day,Off_peak_3,10.8888,0:00,7:00,day,Off_Peak_1,10.8888,22:00,23:59,day,Off_peak_2,10.8888,0:00,23:59,end,,,,,,,,,,,,,,,,8,,,,,
EA305_11.5c_FIT8,retail,,,TOU_Demand,Flat_Rate,MR,NSW,,LV 160-750 MW h (11.5c),2096.4294,,,39.3159,kVA,14:00,20:00,day,Peak,16.943,14:00,20:00,day,Shoulder_1,13.9998,7:00,14:00,day,Shoulder_2,13.9998,20:00,22:00,day,Off_peak_3,12.8888,0:00,7:00,day,Off_Peak_1,12.8888,22:00,23:59,day,Off_peak_2,12.8888,0:00,23:59,end,,,,,,,,,,,,,,,,8,,,,,
EA310_9.5c_FIT11,retail,,,TOU_Demand,Flat_Rate,MR,NSW,,LV > 750 MW h (9.5c),2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,14.3389,14:00,20:00,day,Shoulder_1,11.8157,7:00,14:00,day,Shoulder_2,11.8157,20:00,22:00,day,Off_peak_3,11.0258,0:00,7:00,day,Off_Peak_1,11.0258,22:00,23:59,day,Off_peak_2,11.0258,0:00,23:59,end,,,,,,,,,,,,,,,,11,,,,,
EA310_11.5c_FIT11,retail,,,TOU_Demand,Flat_Rate,MR,NSW,,LV > 750 MW h (11.5c),2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,16.3389,14:00,20:00,day,Shoulder_1,13.8157,7:00,14:00,day,Shoulder_2,13.8157,20:00,22:00,day,Off_peak_3,13.0258,0:00,7:00,day,Off_Peak_1,13.0258,22:00,23:59,day,Off_peak_2,13.0258,0:00,23:59,end,,,,,,,,,,,,,,,,11,,,,,
EA305_9.5c_FIT11,retail,,,TOU_Demand,Flat_Rate,MR,NSW,,LV 160-750 MW h (9.5c),2096.4294,,,39.3159,kVA,14:00,20:00,day,Peak,14.943,14:00,20:00,day,Shoulder_1,11.9998,7:00,14:00,day,Shoulder_2,11.9998,20:00,22:00,day,Off_peak_3,10.8888,0:00,7:00,day,Off_Peak_1,10.8888,22:00,23:59,day,Off_peak_2,10.8888,0:00,23:59,end,,,,,,,,,,,,,,,,11,,,,,
EA305_11.5c_FIT11,retail,,,TOU_Demand,Flat_Rate,MR,NSW,,LV 160-750 MW h (11.5c),2096.4294,,,39.3159,kVA,14:00,20:00,day,Peak,16.943,14:00,20:00,day,Shoulder_1,13.9998,7:00,14:00,day,Shoulder_2,13.9998,20:00,22:00,day,Off_peak_3,12.8888,0:00,7:00,day,Off_Peak_1,12.8888,22:00,23:59,day,Off_peak_2,12.8888,0:00,23:59,end,,,,,,,,,,,,,,,,11,,,,,
EA010,network,,,Flat_Rate,Zero_Rate,AusGrid,NSW,,Residential Non ToU,39.3109,11.2959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1.0548,2.9082,5.9761
EA025,network,,,TOU,Flat_Rate,AusGrid,NSW,,Residential ToU,48.7817,,,,,,,,Peak,28.237,14:00,20:00,day,Shoulder_1,5.082,7:00,14:00,day,Shoulder_2,5.082,20:00,22:00,day,Shoulder_3,5.082,7:00,22:00,end,Off_Peak_1,2.7045,0:00,7:00,both,Off_peak_2,2.7045,22:00,23:59,both,,,,,,,,,,,,,,,,0,,,1.0484,7.5161,6.6542
EA030,network,,,Flat_Rate,Zero_Rate,AusGrid,NSW,,Controlled load 1,0.1597,1.9274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1.0548,0.2441,3.318
EA040,network,,,Flat_Rate,Zero_Rate,AusGrid,NSW,,Controlled load 2,11.7057,5.0894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1.0548,0.2441,3.318
EA050,network,,,Flat_Rate,Zero_Rate,AusGrid,NSW,,Small Business Non ToU,140.3221,11.0892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1.0479,2.9986,9.1375
EA225,network,,,TOU,Zero_Rate,AusGrid,NSW,,Small Business ToU,138.3489,,,,,,,,Peak,24.0568,14:00,20:00,day,Shoulder_1,6.7003,7:00,14:00,day,Shoulder_2,6.7003,20:00,22:00,day,Shoulder_3,6.7003,7:00,22:00,end,Off_Peak_1,2.0583,0:00,7:00,both,Off_peak_2,2.0583,22:00,23:59,both,,,,,,,,,,,,,,,,0,,,1.0479,7.4468,6.3499
EA302,network,,,TOU_Demand,Zero_Rate,AusGrid,NSW,,LV 40-160 MW h (System),689.4547,,,39.3159,kW,14:00,20:00,day,Peak,5.9357,14:00,20:00,day,Shoulder_1,2.6681,7:00,14:00,day,Shoulder_2,2.6681,20:00,22:00,day,Off_peak_3,1.6127,0:00,7:00,day,Off_Peak_1,1.6127,22:00,23:59,day,Off_peak_2,1.6127,0:00,23:59,end,,,,,,,,,,,,,,,,0,,,1.0479,13.2542,8.2665
EA305,network,,,TOU_Demand,Zero_Rate,AusGrid,NSW,,LV 160-750 MW h (System),2096.4294,,,39.3159,kVA,14:00,20:00,day,Peak,5.443,14:00,20:00,day,Shoulder_1,2.4998,7:00,14:00,day,Shoulder_2,2.4998,20:00,22:00,day,Off_peak_3,1.3888,0:00,7:00,day,Off_Peak_1,1.3888,22:00,23:59,day,Off_peak_2,1.3888,0:00,23:59,end,,,,,,,,,,,,,,,,0,,,1.0479,0,0
EA310,network,,,TOU_Demand,Zero_Rate,AusGrid,NSW,,LV > 750 MW h (System),2643.4422,,,39.3159,kVA,14:00,20:00,day,Peak,4.8389,14:00,20:00,day,Shoulder_1,2.3157,7:00,14:00,day,Shoulder_2,2.3157,20:00,22:00,day,Off_peak_3,1.5258,0:00,7:00,day,Off_Peak_1,1.5258,22:00,23:59,day,Off_peak_2,1.5258,0:00,23:59,end,,,,,,,,,,,,,,,,0,,,1.0479,0,0
EA_ES_SB_PS_TOU,retail,com,ENE391103MS,TOU,Flat_Rate,EnergyAustralia,NSW,,Small Business Everyday Saver TOU PS,199.98,,20,,,,,,Peak,57.86,14:00,20:00,day,Shoulder_1,30.14,7:00,14:00,day,Shoulder_2,30.14,20:00,22:00,day,Shoulder_3,30.14,7:00,22:00,end,Off_Peak_1,16.698,0:00,7:00,both,Off_peak_2,16.698,22:00,23:59,both,,,,,,,,,,,,,,,,,,,,,
EASO_BB_SB_PS_TOU,retail,com,ENE391096SS,TOU,Flat_Rate,EnergyAustralia,NSW,,Small Business Basic Business TOU PS,199.98,,,,,,,,Peak,57.86,14:00,20:00,day,Shoulder_1,30.14,7:00,14:00,day,Shoulder_2,30.14,20:00,22:00,day,Shoulder_3,30.14,7:00,22:00,end,Off_Peak_1,16.698,0:00,7:00,both,Off_peak_2,16.698,22:00,23:59,both,,,,,,,,,,,,,,,,,,,,,
EA_BS_SB_PS_TOU,retail,com,ENE405904MS,TOU,Flat_Rate,EnergyAustralia,NSW,,Small Business Basic  Saver TOU PS,199.98,,11,,,,,,Peak,57.86,14:00,20:00,day,Shoulder_1,30.14,7:00,14:00,day,Shoulder_2,30.14,20:00,22:00,day,Shoulder_3,30.14,7:00,22:00,end,Off_Peak_1,16.698,0:00,7:00,both,Off_peak_2,16.698,22:00,23:59,both,,,,,,,,,,,,,,,,,,,,,
EA_FR_SB_PS_TOU,retail,com,ENE391079MS,TOU,Flat_Rate,EnergyAustralia,NSW,,Small Business Rate Fix TOU PS,169.983,,,,,,,,Peak,49.181,14:00,20:00,day,Shoulder_1,25.619,7:00,14:00,day,Shoulder_2,25.619,20:00,22:00,day,Shoulder_3,25.619,7:00,22:00,end,Off_Peak_1,14.19,0:00,7:00,both,Off_peak_2,14.19,22:00,23:59,both,,,,,,,,,,,,,,,,,,,,,
STS_15,retail,,,TOU,Flat_Rate,MR,NSW,,Solar_TOU_Solar_Period_15%,106.04,,15,,,,,,Peak1,60.39,0:00,6:00,both,Peak2,60.39,18:00,23:59,both,Shoulder1,27.456,6:00,10:00,both,Shoulder 2,27.456,14:00,18:00,both,Off_Peak_1,16.764,10:00,14:00,both,,,,,,,,,,,,,,,,,,,,,,,,,,
STS_20,retail,,,TOU,Flat_Rate,MR,NSW,,Solar_TOU_Solar_Period_20%,106.04,,20,,,,,,Peak1,60.39,0:00,6:00,both,Peak2,60.39,18:00,23:59,both,Shoulder1,27.456,6:00,10:00,both,Shoulder 2,27.456,14:00,18:00,both,Off_Peak_1,16.764,10:00,14:00,both,,,,,,,,,,,,,,,,,,,,,,,,,,
STS_25,retail,,,TOU,Flat_Rate,MR,NSW,,Solar_TOU_Solar_Period_20%,106.04,,25,,,,,,Peak1,60.39,0:00,6:00,both,Peak2,60.39,18:00,23:59,both,Shoulder1,27.456,6:00,10:00,both,Shoulder 2,27.456,14:00,18:00,both,Off_Peak_1,16.764,10:00,14:00,both,,,,,,,,,,,,,,,,,,,,,,,,,,
STS_30,retail,,,TOU,Flat_Rate,MR,NSW,,Solar_TOU_Solar_Period_20%,106.04,,30,,,,,,Peak1,60.39,0:00,6:00,both,Peak2,60.39,18:00,23:59,both,Shoulder1,27.456,6:00,10:00,both,Shoulder 2,27.456,14:00,18:00,both,Off_Peak_1,16.764,10:00,14:00,both,,,,,,,,,,,,,,,,,,,,,,,,,,
STS_35,retail,,,TOU,Flat_Rate,MR,NSW,,Solar_TOU_Solar_Period_20%,106.04,,35,,,,,,Peak1,60.39,0:00,6:00,both,Peak2,60.39,18:00,23:59,both,Shoulder1,27.456,6:00,10:00,both,Shoulder 2,27.456,14:00,18:00,both,Off_Peak_1,16.764,10:00,14:00,both,,,,,,,,,,,,,,,,,,,,,,,,,,
STS_40,retail,,,TOU,Flat_Rate,MR,NSW,,Solar_TOU_Solar_Period_20%,106.04,,40,,,,,,Peak1,60.39,0:00,6:00,both,Peak2,60.39,18:00,23:59,both,Shoulder1,27.456,6:00,10:00,both,Shoulder 2,27.456,14:00,18:00,both,Off_Peak_1,16.764,10:00,14:00,both,,,,,,,,,,,,,,,,,,,,,,,,,,
STC_15,retail,,,TOU,Flat_Rate,MR,NSW,,Solar_TOU_Combined_Period_15%,106.04,,15,,,,,,Peak,60.39,14:00,20:00,day,Shoulder1,27.456,7:00,10:00,both,Shoulder2,27.456,14:00,20:00,end,Off_Peak_1,16.764,0:00,7:00,both,Off_peak_2,16.764,10:00,14:00,both,Off Peak_3,16.764,20:00,23:59,both,,,,,,,,,,,,,,,,,,,,,
STC_20,retail,,,TOU,Flat_Rate,MR,NSW,,Solar_TOU_Combined_Period_20%,106.04,,20,,,,,,Peak,60.39,14:00,20:00,day,Shoulder1,27.456,7:00,10:00,both,Shoulder2,27.456,14:00,20:00,end,Off_Peak_1,16.764,0:00,7:00,both,Off_peak_2,16.764,10:00,14:00,both,Off Peak_3,16.764,20:00,23:59,both,,,,,,,,,,,,,,,,,,,,,
SBTd_15,retail,,,Solar_Block_Daily,Flat_Rate,MR,NSW,,Solar_Block_Daily,106.04,,15,,,,,,Peak,60.39,14:00,20:00,day,Shoulder1,27.456,7:00,10:00,both,Shoulder2,27.456,14:00,20:00,end,Off_Peak_1,16.764,0:00,7:00,both,Solar_1,12.5,10:00,14:00,both,Off Peak_3,16.764,20:00,23:59,both,,,,,,,,,,,,,,,,,,,,,
SIT_15_30,retail,,,Solar_Instantaneous,Flat_Rate,MR,NSW,,Solar_Instantaneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,
SIT_15_FIT8_ppa1,retail,,,Solar_Inst_self_con_only,Flat_Rate,Allume,NSW,,Allume_Solar_Self_Con_1,106.04,,15,,,,,,Peak,60.39,14:00,20:00,day,Shoulder_1,27.456,7:00,14:00,day,Shoulder_2,27.456,20:00,22:00,day,Shoulder_3,27.456,7:00,22:00,end,Off_Peak_1,16.764,0:00,7:00,both,Off_peak_2,16.764,20:00,23:59,both,solar_sc,19.8,0:00,23:59,both,,,,,,,,,,,8,,,,,
