scenario,pv_filename,pv_scaleable,pv_kW_peak,load_folder,arrangement,pv_capex_scaleable,pv_cap_id,cp,all_residents,parent,network_tariff,en_capex_id,a_term,a_rate
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_1,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_1,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_1,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_1,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_1,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_1,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,TIDNULL,TIDNULL,PARENT_305_1,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_1,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_1,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_1,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_1,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_1,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_1,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,TIDNULL,TIDNULL,PARENT_305_1,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_1,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_1,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_1,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_1,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_1,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_1,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,TIDNULL,TIDNULL,PARENT_305_1,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_1,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_1,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_1,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_1,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_1,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_1,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,TIDNULL,TIDNULL,PARENT_305_1,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_1,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_1,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_1,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_1,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_1,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_1,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,TIDNULL,TIDNULL,PARENT_305_1,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_1,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_1,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_1,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_1,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_1,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_1,EA305,capex_high,20,0.06
,,,,,,,,,,,,,,
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,TIDNULL,TIDNULL,PARENT_305_2,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_2,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_2,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_2,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_2,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_2,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_2,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,TIDNULL,TIDNULL,PARENT_305_2,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_2,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_2,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_2,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_2,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_2,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_2,EA305,capex_low,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,TIDNULL,TIDNULL,PARENT_305_2,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_2,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_2,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_2,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_2,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_2,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_2,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,TIDNULL,TIDNULL,PARENT_305_2,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_2,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_2,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_2,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_2,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_2,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_2,EA305,capex_med,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,TIDNULL,TIDNULL,PARENT_305_2,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_2,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_2,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_2,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_2,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_2,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,75,W,en_pv,TRUE,W_75_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_2,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,TIDNULL,TIDNULL,PARENT_305_2,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_20,DMO_EN_FLAT_20,PARENT_305_2,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_20,DMO_EN_TOU_20,PARENT_305_2,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_20,DMO_EN_STC_20,PARENT_305_2,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_FLAT_25,DMO_EN_FLAT_25,PARENT_305_2,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_TOU_25,DMO_EN_TOU_25,PARENT_305_2,EA305,capex_high,20,0.06
,W_max_pv_1kW.csv,TRUE,145,W,en_pv,TRUE,W_145_50,DMO_EN_STC_25,DMO_EN_STC_25,PARENT_305_2,EA305,capex_high,20,0.06
